,Date,Time,Waiting Time
441,10/29/2016,2016-10-29 16:49:04,5.0
442,10/29/2016,2016-10-29 16:56:13,5.0
443,10/29/2016,2016-10-29 17:14:13,5.0
444,10/29/2016,2016-10-29 17:21:13,5.0
445,10/29/2016,2016-10-29 17:27:10,5.0
446,10/29/2016,2016-10-29 17:42:34,5.0
447,10/29/2016,2016-10-29 17:49:07,5.0
448,10/29/2016,2016-10-29 17:56:10,5.0
449,10/29/2016,2016-10-29 18:07:16,5.0
450,10/29/2016,2016-10-29 18:14:23,5.0
451,10/29/2016,2016-10-29 18:21:11,5.0
452,10/29/2016,2016-10-29 18:27:24,5.0
453,10/29/2016,2016-10-29 18:35:24,5.0
454,10/29/2016,2016-10-29 18:42:47,5.0
455,10/29/2016,2016-10-29 18:56:20,5.0
456,10/29/2016,2016-10-29 19:21:40,5.0
457,10/29/2016,2016-10-29 19:27:12,5.0
458,10/29/2016,2016-10-29 19:35:11,5.0
459,10/29/2016,2016-10-29 19:42:09,5.0
460,10/29/2016,2016-10-29 19:49:27,5.0
461,10/29/2016,2016-10-29 19:56:46,5.0
462,10/29/2016,2016-10-29 20:07:08,5.0
463,10/29/2016,2016-10-29 20:14:16,5.0
464,10/29/2016,2016-10-29 20:21:11,5.0
465,10/29/2016,2016-10-29 20:27:20,5.0
466,10/29/2016,2016-10-29 20:35:11,5.0
467,10/29/2016,2016-10-29 20:42:13,5.0
468,10/29/2016,2016-10-29 20:56:11,5.0
469,10/29/2016,2016-10-29 21:07:08,5.0
470,10/29/2016,2016-10-29 21:14:07,5.0
471,10/29/2016,2016-10-29 21:21:09,5.0
472,10/29/2016,2016-10-29 21:27:12,5.0
473,10/29/2016,2016-10-29 21:35:13,5.0
474,10/29/2016,2016-10-29 21:42:04,5.0
475,10/29/2016,2016-10-29 21:49:09,5.0
476,10/29/2016,2016-10-29 21:56:32,5.0
477,10/29/2016,2016-10-29 22:14:14,5.0
478,10/29/2016,2016-10-29 22:21:07,5.0
479,10/29/2016,2016-10-29 22:27:08,5.0
480,10/29/2016,2016-10-29 22:35:20,5.0
481,10/29/2016,2016-10-29 22:49:13,5.0
482,10/29/2016,2016-10-29 22:56:13,5.0
483,10/30/2016,2016-10-30 11:21:20,5.0
484,10/30/2016,2016-10-30 11:27:42,5.0
485,10/30/2016,2016-10-30 11:35:17,5.0
486,10/30/2016,2016-10-30 11:42:20,5.0
487,10/30/2016,2016-10-30 11:49:32,5.0
488,10/30/2016,2016-10-30 11:56:27,5.0
489,10/30/2016,2016-10-30 12:07:11,5.0
490,10/30/2016,2016-10-30 12:14:14,5.0
491,10/30/2016,2016-10-30 12:21:12,5.0
492,10/30/2016,2016-10-30 12:27:15,5.0
493,10/30/2016,2016-10-30 12:35:16,5.0
494,10/30/2016,2016-10-30 12:42:08,5.0
495,10/30/2016,2016-10-30 12:56:16,5.0
496,10/30/2016,2016-10-30 13:07:11,5.0
497,10/30/2016,2016-10-30 13:14:09,5.0
498,10/30/2016,2016-10-30 13:21:13,5.0
499,10/30/2016,2016-10-30 13:27:21,5.0
500,10/30/2016,2016-10-30 13:35:19,5.0
501,10/30/2016,2016-10-30 13:42:14,5.0
502,10/30/2016,2016-10-30 13:49:31,5.0
503,10/30/2016,2016-10-30 13:56:07,5.0
504,10/30/2016,2016-10-30 14:07:11,5.0
505,10/30/2016,2016-10-30 14:14:10,5.0
506,10/30/2016,2016-10-30 14:21:33,5.0
507,10/30/2016,2016-10-30 14:27:09,5.0
508,10/30/2016,2016-10-30 14:35:21,5.0
509,10/30/2016,2016-10-30 14:42:10,5.0
510,10/30/2016,2016-10-30 14:49:22,5.0
511,10/30/2016,2016-10-30 14:56:27,5.0
512,10/30/2016,2016-10-30 15:07:08,5.0
513,10/30/2016,2016-10-30 15:14:09,5.0
514,10/30/2016,2016-10-30 15:21:10,5.0
515,10/30/2016,2016-10-30 15:27:45,5.0
516,10/30/2016,2016-10-30 15:35:11,5.0
517,10/30/2016,2016-10-30 15:42:13,5.0
518,10/30/2016,2016-10-30 15:49:09,5.0
519,10/30/2016,2016-10-30 16:07:15,5.0
520,10/30/2016,2016-10-30 16:14:06,5.0
521,10/30/2016,2016-10-30 16:21:06,5.0
522,10/30/2016,2016-10-30 16:27:10,5.0
523,10/30/2016,2016-10-30 16:35:19,5.0
524,10/30/2016,2016-10-30 16:42:10,5.0
525,10/30/2016,2016-10-30 16:49:15,5.0
526,10/30/2016,2016-10-30 16:56:07,5.0
527,10/30/2016,2016-10-30 17:07:09,5.0
528,10/30/2016,2016-10-30 17:14:09,5.0
529,10/30/2016,2016-10-30 17:21:09,5.0
530,10/30/2016,2016-10-30 17:27:16,5.0
531,10/30/2016,2016-10-30 17:35:11,5.0
532,10/30/2016,2016-10-30 17:42:24,5.0
533,10/30/2016,2016-10-30 17:49:11,5.0
534,10/30/2016,2016-10-30 17:56:11,5.0
